airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
OrbitFlyAirlines,Chennai,Late_Night,two_or_more,Afternoon,Mumbai,Business,6.33,6.0,22273
OrbitFlyAirlines,Mumbai,Morning,one,Night,Delhi,Economy,8.83,35.0,11321
OrbitFlyAirlines,Bangalore,Early_Morning,two_or_more,Night,Mumbai,Economy,17.0,14.0,8944
OrbitFlyAirlines,Bangalore,Morning,zero,Morning,Mumbai,Economy,1.67,11.0,5177
OrbitFlyAirlines,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,9.58,30.0,4020
OrbitFlyAirlines,Chennai,Afternoon,one,Late_Night,Bangalore,Economy,10.83,32.0,4612
OrbitFlyAirlines,Hyderabad,Evening,two_or_more,Night,Kolkata,Business,10.08,35.0,17503
OrbitFlyAirlines,Kolkata,Afternoon,zero,Evening,Delhi,Business,10.0,22.0,22408
OrbitFlyAirlines,Delhi,Night,zero,Late_Night,Hyderabad,Business,7.33,28.0,28896
OrbitFlyAirlines,Hyderabad,Night,two_or_more,Evening,Bangalore,Business,10.17,48.0,25667
OrbitFlyAirlines,Kolkata,Afternoon,one,Night,Delhi,Economy,9.92,37.0,6324
OrbitFlyAirlines,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,8.25,45.0,3687
OrbitFlyAirlines,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,9.83,20.0,5793
OrbitFlyAirlines,Hyderabad,Morning,one,Evening,Delhi,Economy,7.5,44.0,6198
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.25,30.0,5817
OrbitFlyAirlines,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,2.17,15.0,2098
OrbitFlyAirlines,Hyderabad,Morning,one,Evening,Delhi,Economy,10.0,17.0,6132
OrbitFlyAirlines,Hyderabad,Night,one,Late_Night,Delhi,Business,10.25,20.0,27364
OrbitFlyAirlines,Mumbai,Evening,one,Morning,Bangalore,Economy,14.75,16.0,5102
OrbitFlyAirlines,Bangalore,Afternoon,zero,Early_Morning,Kolkata,Business,13.25,22.0,23637
OrbitFlyAirlines,Kolkata,Morning,one,Early_Morning,Mumbai,Business,1.67,47.0,25395
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.92,7.0,4452
OrbitFlyAirlines,Bangalore,Morning,two_or_more,Morning,Mumbai,Business,11.83,20.0,23297
OrbitFlyAirlines,Mumbai,Morning,two_or_more,Afternoon,Hyderabad,Business,2.17,31.0,17186
OrbitFlyAirlines,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,14.67,18.0,3916
OrbitFlyAirlines,Delhi,Morning,two_or_more,Night,Bangalore,Business,5.5,9.0,21049
OrbitFlyAirlines,Delhi,Morning,one,Evening,Kolkata,Business,11.25,34.0,27144
OrbitFlyAirlines,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.92,2.0,7958
OrbitFlyAirlines,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,21.0,2410
OrbitFlyAirlines,Hyderabad,Evening,one,Morning,Hyderabad,Business,13.83,30.0,32097
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Delhi,Economy,10.25,25.0,6194
OrbitFlyAirlines,Chennai,Afternoon,zero,Morning,Mumbai,Business,13.83,3.0,24584
OrbitFlyAirlines,Hyderabad,Late_Night,zero,Early_Morning,Mumbai,Business,2.83,19.0,27281
OrbitFlyAirlines,Kolkata,Evening,one,Afternoon,Delhi,Business,9.5,37.0,22543
OrbitFlyAirlines,Mumbai,Night,one,Afternoon,Bangalore,Economy,15.42,12.0,12847
OrbitFlyAirlines,Mumbai,Evening,one,Morning,Kolkata,Economy,13.42,30.0,5310
OrbitFlyAirlines,Mumbai,Evening,zero,Late_Night,Delhi,Business,7.0,27.0,26560
OrbitFlyAirlines,Hyderabad,Night,one,Early_Morning,Kolkata,Business,11.5,20.0,25271
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,43.0,4020
OrbitFlyAirlines,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.25,36.0,5336
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.17,27.0,5907
OrbitFlyAirlines,Hyderabad,Afternoon,one,Night,Mumbai,Economy,5.67,42.0,4165
OrbitFlyAirlines,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.25,19.0,5177
OrbitFlyAirlines,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,7.17,30.0,4337
OrbitFlyAirlines,Bangalore,Early_Morning,one,Night,Mumbai,Economy,14.75,38.0,4354
OrbitFlyAirlines,Mumbai,Afternoon,two_or_more,Early_Morning,Mumbai,Business,1.83,48.0,23121
OrbitFlyAirlines,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,21.0,6395
OrbitFlyAirlines,Bangalore,Afternoon,one,Night,Delhi,Economy,7.58,12.0,10732
OrbitFlyAirlines,Hyderabad,Evening,zero,Morning,Hyderabad,Business,12.83,49.0,26243
OrbitFlyAirlines,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.25,14.0,5177
OrbitFlyAirlines,Mumbai,Late_Night,one,Afternoon,Mumbai,Business,14.92,36.0,25285
OrbitFlyAirlines,Hyderabad,Morning,one,Night,Kolkata,Economy,13.25,48.0,5754
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,6.33,13.0,4452
OrbitFlyAirlines,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,10.25,18.0,5177
OrbitFlyAirlines,Hyderabad,Afternoon,one,Night,Bangalore,Economy,5.92,33.0,6256
OrbitFlyAirlines,Kolkata,Evening,one,Night,Chennai,Business,14.33,26.0,23247
OrbitFlyAirlines,Mumbai,Morning,one,Night,Bangalore,Economy,11.5,9.0,5102
OrbitFlyAirlines,Hyderabad,Morning,one,Afternoon,Hyderabad,Business,9.83,21.0,25927
OrbitFlyAirlines,Hyderabad,Late_Night,zero,Night,Bangalore,Business,9.58,48.0,24673
OrbitFlyAirlines,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,27.0,5954
OrbitFlyAirlines,Delhi,Morning,two_or_more,Night,Chennai,Business,8.83,15.0,26310
OrbitFlyAirlines,Kolkata,Morning,zero,Night,Mumbai,Business,14.25,15.0,29710
OrbitFlyAirlines,Hyderabad,Afternoon,one,Early_Morning,Mumbai,Economy,12.75,41.0,4165
OrbitFlyAirlines,Kolkata,Night,one,Night,Mumbai,Business,8.58,20.0,17004
OrbitFlyAirlines,Hyderabad,Early_Morning,two_or_more,Afternoon,Kolkata,Business,1.92,24.0,18690
OrbitFlyAirlines,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.25,29.0,2339
OrbitFlyAirlines,Hyderabad,Early_Morning,zero,Morning,Hyderabad,Business,1.0,25.0,27556
OrbitFlyAirlines,Hyderabad,Night,zero,Night,Bangalore,Business,4.75,24.0,23873
OrbitFlyAirlines,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.83,34.0,4028
OrbitFlyAirlines,Hyderabad,Evening,one,Early_Morning,Mumbai,Business,13.92,24.0,13443
OrbitFlyAirlines,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15.0,3.0,13462
OrbitFlyAirlines,Chennai,Morning,two_or_more,Evening,Mumbai,Business,10.08,25.0,23425
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.67,37.0,5420
OrbitFlyAirlines,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,14.67,39.0,4325
OrbitFlyAirlines,Chennai,Afternoon,zero,Afternoon,Mumbai,Economy,1.92,25.0,3000
OrbitFlyAirlines,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.33,17.0,7424
OrbitFlyAirlines,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,43.0,4896
OrbitFlyAirlines,Bangalore,Night,one,Morning,Mumbai,Economy,12.25,42.0,6389
OrbitFlyAirlines,Delhi,Late_Night,zero,Late_Night,Bangalore,Business,10.17,46.0,30029
OrbitFlyAirlines,Delhi,Evening,one,Night,Bangalore,Economy,7.0,38.0,4724
OrbitFlyAirlines,Delhi,Night,one,Night,Mumbai,Business,6.33,12.0,26733
OrbitFlyAirlines,Bangalore,Evening,two_or_more,Night,Hyderabad,Business,14.67,39.0,17735
OrbitFlyAirlines,Mumbai,Night,one,Morning,Bangalore,Economy,13.08,28.0,5102
OrbitFlyAirlines,Kolkata,Morning,zero,Afternoon,Bangalore,Business,9.25,11.0,30557
OrbitFlyAirlines,Bangalore,Early_Morning,one,Evening,Chennai,Economy,9.67,38.0,3091
OrbitFlyAirlines,Kolkata,Late_Night,one,Morning,Bangalore,Business,4.75,21.0,18479
OrbitFlyAirlines,Bangalore,Afternoon,one,Night,Mumbai,Economy,6.33,17.0,9783
OrbitFlyAirlines,Chennai,Evening,one,Early_Morning,Bangalore,Economy,12.58,23.0,2719
OrbitFlyAirlines,Bangalore,Evening,zero,Evening,Mumbai,Business,8.0,46.0,29073
OrbitFlyAirlines,Kolkata,Early_Morning,one,Morning,Bangalore,Business,18.83,20.0,19467
OrbitFlyAirlines,Kolkata,Late_Night,two_or_more,Evening,Delhi,Business,10.5,8.0,18331
OrbitFlyAirlines,Delhi,Evening,one,Morning,Hyderabad,Economy,13.83,23.0,5657
OrbitFlyAirlines,Bangalore,Night,one,Afternoon,Mumbai,Economy,14.92,41.0,6389
OrbitFlyAirlines,Kolkata,Afternoon,zero,Evening,Bangalore,Economy,2.67,34.0,4145
OrbitFlyAirlines,Chennai,Late_Night,one,Morning,Bangalore,Business,2.58,17.0,27040
OrbitFlyAirlines,Bangalore,Afternoon,one,Night,Delhi,Economy,4.58,37.0,7080
OrbitFlyAirlines,Mumbai,Early_Morning,zero,Evening,Mumbai,Business,6.33,18.0,25476
OrbitFlyAirlines,Hyderabad,Evening,zero,Evening,Bangalore,Business,12.17,16.0,29083
OrbitFlyAirlines,Mumbai,Morning,one,Evening,Bangalore,Economy,7.67,39.0,7902
OrbitFlyAirlines,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.08,26.0,2339
OrbitFlyAirlines,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,27.0,4020
OrbitFlyAirlines,Hyderabad,Night,zero,Night,Mumbai,Business,15.42,7.0,25371
OrbitFlyAirlines,Bangalore,Evening,one,Morning,Delhi,Economy,12.5,4.0,7487
OrbitFlyAirlines,Chennai,Night,two_or_more,Evening,Delhi,Business,10.17,41.0,27349
OrbitFlyAirlines,Mumbai,Late_Night,zero,Afternoon,Mumbai,Business,6.33,29.0,18931
OrbitFlyAirlines,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.58,7.0,7958
OrbitFlyAirlines,Mumbai,Night,zero,Night,Delhi,Economy,2.25,33.0,2339
OrbitFlyAirlines,Delhi,Night,zero,Evening,Mumbai,Business,2.08,22.0,24170
OrbitFlyAirlines,Delhi,Late_Night,zero,Morning,Delhi,Business,2.17,49.0,28918
OrbitFlyAirlines,Hyderabad,Evening,one,Evening,Mumbai,Business,10.58,22.0,18307
OrbitFlyAirlines,Kolkata,Evening,one,Morning,Mumbai,Economy,16.25,2.0,20217
OrbitFlyAirlines,Mumbai,Afternoon,one,Morning,Mumbai,Business,13.83,31.0,20360
OrbitFlyAirlines,Mumbai,Night,one,Early_Morning,Kolkata,Economy,10.75,39.0,5817
OrbitFlyAirlines,Hyderabad,Evening,two_or_more,Early_Morning,Bangalore,Business,14.17,8.0,32164
OrbitFlyAirlines,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,18.0,4896
OrbitFlyAirlines,Bangalore,Morning,zero,Night,Delhi,Business,9.75,48.0,17683
OrbitFlyAirlines,Mumbai,Night,zero,Late_Night,Bangalore,Economy,2.08,48.0,2124
OrbitFlyAirlines,Hyderabad,Night,one,Afternoon,Bangalore,Business,1.67,31.0,23280
OrbitFlyAirlines,Hyderabad,Night,zero,Late_Night,Delhi,Economy,2.33,20.0,2276
OrbitFlyAirlines,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,14.0,5954
OrbitFlyAirlines,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,14.75,37.0,6109
OrbitFlyAirlines,Chennai,Morning,one,Early_Morning,Bangalore,Business,14.5,28.0,21255
OrbitFlyAirlines,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,13.0,5954
OrbitFlyAirlines,Hyderabad,Late_Night,zero,Afternoon,Bangalore,Business,7.67,31.0,24077
OrbitFlyAirlines,Delhi,Morning,one,Night,Mumbai,Economy,11.33,36.0,5284
OrbitFlyAirlines,Chennai,Late_Night,two_or_more,Evening,Delhi,Business,6.08,14.0,25399
OrbitFlyAirlines,Hyderabad,Early_Morning,two_or_more,Night,Mumbai,Business,7.75,24.0,18880
OrbitFlyAirlines,Bangalore,Evening,one,Early_Morning,Kolkata,Economy,12.5,42.0,6186
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Kolkata,Economy,9.83,39.0,4961
OrbitFlyAirlines,Delhi,Early_Morning,one,Night,Delhi,Business,2.25,36.0,15666
OrbitFlyAirlines,Delhi,Late_Night,one,Night,Mumbai,Business,6.42,36.0,25265
OrbitFlyAirlines,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.5,25.0,3999
OrbitFlyAirlines,Chennai,Night,one,Late_Night,Bangalore,Economy,3.83,35.0,4445
OrbitFlyAirlines,Mumbai,Morning,one,Evening,Delhi,Economy,7.5,38.0,5912
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Bangalore,Economy,6.92,38.0,7805
OrbitFlyAirlines,Hyderabad,Afternoon,one,Night,Mumbai,Economy,5.92,11.0,4452
OrbitFlyAirlines,Bangalore,Night,zero,Afternoon,Hyderabad,Business,9.67,35.0,29669
OrbitFlyAirlines,Chennai,Morning,one,Night,Hyderabad,Business,8.0,38.0,17215
OrbitFlyAirlines,Mumbai,Morning,two_or_more,Evening,Hyderabad,Business,7.08,12.999999999999998,25628
OrbitFlyAirlines,Kolkata,Evening,one,Late_Night,Chennai,Economy,8.75,14.0,14861
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Kolkata,Economy,8.25,13.0,7412
OrbitFlyAirlines,Chennai,Morning,one,Afternoon,Kolkata,Economy,5.42,39.0,9168
OrbitFlyAirlines,Bangalore,Night,one,Early_Morning,Kolkata,Business,9.67,29.0,24178
OrbitFlyAirlines,Kolkata,Evening,zero,Night,Bangalore,Business,13.08,19.0,23036
OrbitFlyAirlines,Mumbai,Morning,one,Evening,Delhi,Economy,7.5,2.0,16783
OrbitFlyAirlines,Kolkata,Afternoon,two_or_more,Night,Kolkata,Business,7.25,12.0,23877
OrbitFlyAirlines,Chennai,Evening,two_or_more,Night,Bangalore,Business,13.42,32.0,22796
OrbitFlyAirlines,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.08,43.0,2339
OrbitFlyAirlines,Bangalore,Night,one,Afternoon,Mumbai,Economy,13.83,33.0,4299
OrbitFlyAirlines,Kolkata,Evening,one,Morning,Delhi,Economy,14.67,15.0,6488
OrbitFlyAirlines,Chennai,Evening,one,Evening,Bangalore,Business,7.17,36.0,23786
OrbitFlyAirlines,Kolkata,Evening,one,Night,Mumbai,Economy,6.5,36.0,5520
OrbitFlyAirlines,Chennai,Evening,one,Night,Kolkata,Business,16.42,22.0,20181
OrbitFlyAirlines,Bangalore,Evening,two_or_more,Late_Night,Chennai,Business,8.5,15.0,27348
OrbitFlyAirlines,Delhi,Evening,one,Night,Bangalore,Business,5.5,32.0,23629
OrbitFlyAirlines,Mumbai,Afternoon,zero,Evening,Delhi,Business,8.67,12.0,31190
OrbitFlyAirlines,Bangalore,Early_Morning,one,Afternoon,Delhi,Economy,8.83,30.0,4250
OrbitFlyAirlines,Bangalore,Afternoon,one,Late_Night,Mumbai,Economy,9.58,18.0,5177
OrbitFlyAirlines,Bangalore,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.58,16.0,2201
OrbitFlyAirlines,Bangalore,Night,two_or_more,Early_Morning,Kolkata,Business,9.0,17.0,21078
OrbitFlyAirlines,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.08,11.0,5684
OrbitFlyAirlines,Bangalore,Evening,one,Late_Night,Chennai,Economy,6.33,43.0,5733
OrbitFlyAirlines,Kolkata,Late_Night,one,Night,Hyderabad,Business,14.67,33.0,26390
OrbitFlyAirlines,Bangalore,Early_Morning,zero,Afternoon,Delhi,Business,2.25,38.0,35087
OrbitFlyAirlines,Chennai,Afternoon,one,Night,Delhi,Economy,6.42,43.0,4827
OrbitFlyAirlines,Hyderabad,Late_Night,zero,Late_Night,Hyderabad,Business,1.25,36.0,22992
OrbitFlyAirlines,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.67,15.0,4262
OrbitFlyAirlines,Mumbai,Afternoon,zero,Afternoon,Bangalore,Economy,1.67,11.0,5102
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Night,Bangalore,Economy,14.92,38.0,7614
OrbitFlyAirlines,Hyderabad,Morning,one,Morning,Delhi,Business,2.83,26.0,30017
OrbitFlyAirlines,Hyderabad,Night,one,Early_Morning,Mumbai,Economy,10.58,23.0,3423
OrbitFlyAirlines,Delhi,Late_Night,zero,Early_Morning,Mumbai,Economy,2.25,15.0,2410
OrbitFlyAirlines,Mumbai,Afternoon,zero,Afternoon,Delhi,Economy,2.25,14.0,5942
OrbitFlyAirlines,Bangalore,Evening,one,Night,Delhi,Business,11.0,25.0,21220
OrbitFlyAirlines,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,7.42,45.0,5888
OrbitFlyAirlines,Mumbai,Afternoon,two_or_more,Evening,Bangalore,Business,11.17,29.0,19764
OrbitFlyAirlines,Mumbai,Morning,zero,Night,Bangalore,Business,2.75,22.0,28781
OrbitFlyAirlines,Mumbai,Late_Night,one,Afternoon,Hyderabad,Business,9.83,35.0,17203
OrbitFlyAirlines,Delhi,Early_Morning,one,Evening,Bangalore,Economy,13.5,47.0,5956
OrbitFlyAirlines,Bangalore,Afternoon,one,Early_Morning,Mumbai,Economy,16.25,42.0,7317
OrbitFlyAirlines,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.92,46.0,4020
OrbitFlyAirlines,Kolkata,Afternoon,one,Late_Night,Delhi,Economy,10.33,14.0,13419
OrbitFlyAirlines,Bangalore,Early_Morning,one,Night,Mumbai,Economy,16.33,2.0,24809
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Chennai,Economy,7.33,11.0,7426
OrbitFlyAirlines,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.75,37.0,4165
OrbitFlyAirlines,Chennai,Night,zero,Night,Hyderabad,Business,11.83,42.0,19259
OrbitFlyAirlines,Kolkata,Evening,one,Late_Night,Delhi,Economy,8.08,39.0,7804
OrbitFlyAirlines,Kolkata,Afternoon,one,Night,Mumbai,Business,15.25,20.0,22146
OrbitFlyAirlines,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,9.67,34.0,6535
OrbitFlyAirlines,Hyderabad,Early_Morning,zero,Night,Kolkata,Business,16.42,16.0,25195
OrbitFlyAirlines,Kolkata,Evening,one,Early_Morning,Chennai,Economy,14.17,14.0,13386
OrbitFlyAirlines,Mumbai,Evening,zero,Evening,Delhi,Business,7.25,17.0,26218
OrbitFlyAirlines,Hyderabad,Late_Night,one,Evening,Kolkata,Business,11.25,15.0,30405
OrbitFlyAirlines,Bangalore,Morning,one,Evening,Delhi,Economy,8.58,17.0,4028
OrbitFlyAirlines,Mumbai,Night,one,Night,Bangalore,Business,8.67,22.0,22696
OrbitFlyAirlines,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.5,19.0,5177
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Evening,Kolkata,Economy,11.25,36.0,4613
OrbitFlyAirlines,Kolkata,Evening,one,Night,Mumbai,Economy,6.5,12.0,7958
OrbitFlyAirlines,Mumbai,Early_Morning,two_or_more,Evening,Mumbai,Business,10.75,6.0,32282
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Morning,Mumbai,Economy,4.58,12.0,4452
OrbitFlyAirlines,Mumbai,Early_Morning,one,Early_Morning,Chennai,Business,10.67,36.0,25540
OrbitFlyAirlines,Delhi,Late_Night,one,Morning,Hyderabad,Business,14.5,24.0,24209
OrbitFlyAirlines,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.25,17.0,5292
OrbitFlyAirlines,Kolkata,Afternoon,one,Late_Night,Mumbai,Economy,10.33,44.0,5888
OrbitFlyAirlines,Delhi,Late_Night,two_or_more,Night,Hyderabad,Business,15.08,47.0,25176
OrbitFlyAirlines,Bangalore,Night,one,Early_Morning,Kolkata,Economy,9.5,35.0,6186
OrbitFlyAirlines,Mumbai,Evening,one,Night,Delhi,Economy,4.25,37.0,3324
OrbitFlyAirlines,Hyderabad,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,24.0,4452
OrbitFlyAirlines,Delhi,Evening,zero,Night,Hyderabad,Economy,2.25,31.0,2098
OrbitFlyAirlines,Bangalore,Morning,one,Night,Chennai,Economy,12.33,42.0,4687
OrbitFlyAirlines,Chennai,Early_Morning,two_or_more,Evening,Delhi,Business,8.25,22.0,21726
OrbitFlyAirlines,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,16.67,40.0,5574
OrbitFlyAirlines,Delhi,Evening,one,Late_Night,Chennai,Economy,5.25,43.0,4709
OrbitFlyAirlines,Mumbai,Evening,one,Morning,Bangalore,Economy,14.67,3.0,5102
OrbitFlyAirlines,Kolkata,Early_Morning,one,Late_Night,Bangalore,Business,7.5,31.0,23491
OrbitFlyAirlines,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,19.0,11295
OrbitFlyAirlines,Hyderabad,Afternoon,two_or_more,Afternoon,Bangalore,Business,1.67,15.0,18625
OrbitFlyAirlines,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,22.0,5954
OrbitFlyAirlines,Delhi,Afternoon,zero,Morning,Kolkata,Business,16.0,20.0,31578
OrbitFlyAirlines,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.58,8.0,7066
OrbitFlyAirlines,Hyderabad,Afternoon,one,Morning,Bangalore,Economy,18.83,20.0,4452
OrbitFlyAirlines,Delhi,Evening,one,Night,Kolkata,Economy,6.58,32.0,6395
OrbitFlyAirlines,Hyderabad,Early_Morning,zero,Early_Morning,Kolkata,Economy,1.83,32.0,2393
OrbitFlyAirlines,Bangalore,Late_Night,one,Morning,Kolkata,Business,5.58,49.0,10829
OrbitFlyAirlines,Kolkata,Evening,one,Morning,Mumbai,Economy,15.33,10.0,15467
OrbitFlyAirlines,Kolkata,Early_Morning,two_or_more,Evening,Delhi,Business,9.5,33.0,16623
OrbitFlyAirlines,Mumbai,Evening,one,Early_Morning,Kolkata,Economy,14.0,13.0,7412
OrbitFlyAirlines,Mumbai,Evening,one,Evening,Bangalore,Business,5.67,44.0,17339
OrbitFlyAirlines,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,10.83,20.0,6324
OrbitFlyAirlines,Chennai,Evening,zero,Morning,Mumbai,Business,16.17,22.0,26159
OrbitFlyAirlines,Hyderabad,Night,one,Morning,Delhi,Economy,13.42,32.0,5720
OrbitFlyAirlines,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.33,31.0,3916
OrbitFlyAirlines,Delhi,Evening,one,Night,Kolkata,Economy,6.58,33.0,6395
OrbitFlyAirlines,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,26.0,4501
OrbitFlyAirlines,Hyderabad,Night,one,Early_Morning,Kolkata,Business,11.5,40.0,32165
OrbitFlyAirlines,Hyderabad,Night,zero,Late_Night,Mumbai,Business,9.33,33.0,22881
OrbitFlyAirlines,Kolkata,Night,one,Night,Delhi,Business,2.25,19.0,20969
OrbitFlyAirlines,Mumbai,Night,one,Early_Morning,Kolkata,Economy,8.25,12.0,7412
OrbitFlyAirlines,Bangalore,Afternoon,one,Late_Night,Mumbai,Business,5.17,24.0,23283
OrbitFlyAirlines,Hyderabad,Early_Morning,zero,Night,Hyderabad,Business,14.58,48.0,30489
OrbitFlyAirlines,Bangalore,Night,one,Early_Morning,Kolkata,Economy,8.25,15.0,5177
OrbitFlyAirlines,Mumbai,Late_Night,one,Night,Delhi,Business,10.75,49.0,32518
OrbitFlyAirlines,Mumbai,Evening,one,Early_Morning,Bangalore,Business,14.17,1.0,19395
OrbitFlyAirlines,Delhi,Late_Night,one,Early_Morning,Chennai,Economy,5.67,11.0,7426
OrbitFlyAirlines,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,6.0,5942
OrbitFlyAirlines,Kolkata,Evening,zero,Evening,Bangalore,Economy,2.58,11.0,6488
OrbitFlyAirlines,Delhi,Afternoon,one,Night,Kolkata,Business,8.08,30.0,26098
OrbitFlyAirlines,Kolkata,Evening,two_or_more,Night,Mumbai,Business,6.17,17.0,24779
OrbitFlyAirlines,Bangalore,Early_Morning,one,Evening,Delhi,Business,13.67,25.0,25838
OrbitFlyAirlines,Bangalore,Afternoon,zero,Morning,Delhi,Business,15.67,10.0,27854
OrbitFlyAirlines,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.75,39.0,6186
OrbitFlyAirlines,Kolkata,Afternoon,zero,Afternoon,Hyderabad,Business,9.67,49.0,33316
OrbitFlyAirlines,Chennai,Afternoon,one,Late_Night,Bangalore,Economy,10.08,46.0,4445
OrbitFlyAirlines,Chennai,Late_Night,zero,Evening,Delhi,Business,7.5,19.0,28788
OrbitFlyAirlines,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,13.08,24.0,5888
OrbitFlyAirlines,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,12.17,14.0,12873
OrbitFlyAirlines,Bangalore,Afternoon,two_or_more,Afternoon,Mumbai,Business,2.08,11.0,19234
OrbitFlyAirlines,Mumbai,Night,one,Morning,Hyderabad,Economy,9.75,22.0,3916
OrbitFlyAirlines,Kolkata,Afternoon,one,Night,Mumbai,Economy,7.58,17.0,7563
OrbitFlyAirlines,Bangalore,Morning,one,Late_Night,Delhi,Business,9.58,29.0,22566
OrbitFlyAirlines,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.08,25.0,2410
OrbitFlyAirlines,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,40.0,4020
OrbitFlyAirlines,Hyderabad,Late_Night,one,Night,Kolkata,Business,2.33,11.0,25778
OrbitFlyAirlines,Bangalore,Morning,two_or_more,Night,Mumbai,Business,2.83,33.0,27662
OrbitFlyAirlines,Delhi,Late_Night,one,Afternoon,Mumbai,Business,9.25,20.0,27846
OrbitFlyAirlines,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,5.75,38.0,23281
OrbitFlyAirlines,Bangalore,Night,one,Afternoon,Kolkata,Economy,13.67,20.0,4162
OrbitFlyAirlines,Hyderabad,Night,one,Morning,Bangalore,Economy,10.25,47.0,6256
OrbitFlyAirlines,Mumbai,Night,one,Early_Morning,Hyderabad,Economy,9.92,47.0,3574
OrbitFlyAirlines,Delhi,Night,two_or_more,Morning,Mumbai,Business,16.25,22.0,29682
OrbitFlyAirlines,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,10.58,13.0,11311
OrbitFlyAirlines,Delhi,Evening,one,Morning,Kolkata,Economy,12.75,13.0,5954
OrbitFlyAirlines,Chennai,Early_Morning,one,Afternoon,Delhi,Economy,10.75,18.0,4827
OrbitFlyAirlines,Mumbai,Morning,zero,Late_Night,Delhi,Business,11.33,36.0,20722
